record_id,employee_id,employee_name,department,pay_period_start,pay_period_end,payment_date,gross_pay,overtime_hours,overtime_pay,benefits_premium,deductions,net_pay,eft_reference,bank_account,payment_status
1047,E1246,Employee_246,Customer Service,03/26/2025,04/08/2025,04/10/2025,4079.14,0.56,42.39,75,871.17,3132.97,EFT906010,XXXX004,Paid
1048,E1294,Employee_294,Finance,04/09/2025,04/22/2025,04/24/2025,4098.67,4.88,343.59,120,713.73,3264.94,EFT546157,XXXX002,Paid
1049,E1119,Employee_119,Customer Service,04/23/2025,05/06/2025,05/08/2025,2627.19,0.86,41.69,120,490.46,2016.73,EFT187889,XXXX003,Paid
1050,E1278,Employee_278,Payroll Ops,05/07/2025,05/20/2025,05/22/2025,3007.48,0.49,27.38,0,727.29,2280.19,EFT370328,XXXX002,Paid
1051,E1003,Employee_3,HR,05/21/2025,06/03/2025,06/05/2025,4571.55,0.13,11.12,50,803.76,3717.79,EFT647923,XXXX001,Paid
1052,E1192,Employee_192,IT,06/04/2025,06/17/2025,06/19/2025,4366.54,0.6,48.58,50,821.04,3495.5,EFT315397,XXXX003,Paid
1053,E1054,Employee_54,Pension,06/18/2025,07/01/2025,07/03/2025,3475.83,0.4,25.87,50,530.63,2895.2,EFT546768,XXXX999,Paid
1054,E1274,Employee_274,Payroll Ops,07/02/2025,07/15/2025,07/17/2025,3930.51,0.77,55.94,50,664.46,3216.05,EFT692099,XXXX003,Paid
1055,E1203,Employee_203,Customer Service,07/16/2025,07/29/2025,07/31/2025,4096.95,0.08,6.14,200,717.63,3179.32,EFT313588,XXXX004,Paid
1056,E1285,Employee_285,Payroll Ops,07/30/2025,08/12/2025,08/14/2025,3853.32,0.28,20.12,120,605.37,3127.95,EFT287401,XXXX003,Paid
1057,E1247,Employee_247,Benefits,08/13/2025,08/26/2025,08/28/2025,5012.79,0.4,37.32,120,1183.55,3709.24,EFT421549,XXXX999,Paid
1058,E1203,Employee_203,IT,08/27/2025,09/09/2025,09/11/2025,4377.86,0.65,52.71,75,835.95,3466.91,EFT244775,XXXX001,Paid
1059,E1228,Employee_228,Customer Service,09/10/2025,09/23/2025,09/25/2025,3667.12,2.24,147.81,50,693.27,2923.85,EFT833281,XXXX002,Paid
1060,E1260,Employee_260,Payroll Ops,09/24/2025,10/07/2025,10/09/2025,4401.03,0.56,45.73,75,997.98,3328.05,EFT924265,XXXX003,Paid
1061,E1026,Employee_26,Pension,10/08/2025,10/21/2025,10/23/2025,4013.87,0.29,21.71,200,648.46,3165.41,EFT508004,XXXX001,Paid
1062,E1074,Employee_74,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,4966.27,1.66,149.91,50,807.78,4108.49,EFT729402,XXXX004,Paid
1063,E1134,Employee_134,Pension,11/05/2025,11/18/2025,11/20/2025,4652.65,0.7,60.27,200,693.68,3758.97,EFT488848,XXXX001,Paid
1064,E1196,Employee_196,Payroll Ops,11/19/2025,12/02/2025,12/04/2025,1985.81,1.8,64.83,50,443.68,1492.13,EFT743789,XXXX999,Paid
1065,E1029,Employee_29,Customer Service,12/03/2025,12/16/2025,12/18/2025,3676.65,0.11,7.57,50,786.63,2840.02,EFT960072,XXXX002,Paid
1066,E1224,Employee_224,Finance,12/17/2025,12/30/2025,01/01/2026,4995.19,0.38,35.34,50,1041.3,3903.89,EFT311505,XXXX999,Paid
1067,E1017,Employee_17,Customer Service,01/01/2025,01/14/2025,01/16/2025,4004.06,0.2,14.96,0,931.6,3072.46,EFT728636,XXXX999,Paid
1068,E1118,Employee_118,HR,01/15/2025,01/28/2025,01/30/2025,4943.33,0.18,16.63,75,1146.12,3722.21,EFT277715,XXXX001,Paid
1069,E1000,Employee_0,Pension,01/29/2025,02/11/2025,02/13/2025,2664.52,1.29,62.93,50,605.11,2009.41,EFT191061,XXXX003,Paid
1070,E1180,Employee_180,IT,02/12/2025,02/25/2025,02/27/2025,5234.91,0.8,77.36,0,1003.34,4231.57,EFT514337,XXXX004,Paid
1071,E1265,Employee_265,Finance,02/26/2025,03/11/2025,03/13/2025,4133.14,0.43,33.06,75,871.53,3186.61,EFT872722,XXXX001,Paid
1072,E1281,Employee_281,Benefits,03/12/2025,03/25/2025,03/27/2025,4364.07,0.68,54.94,200,999.55,3164.52,EFT861411,XXXX999,Paid
1073,E1178,Employee_178,Benefits,03/26/2025,04/08/2025,04/10/2025,4672.72,0.27,23.54,75,802.81,3794.91,EFT955129,XXXX003,Paid
1074,E1099,Employee_99,Payroll Ops,04/09/2025,04/22/2025,04/24/2025,4784.78,0.88,77.67,200,711.88,3872.9,EFT523579,XXXX999,Paid
1075,E1089,Employee_89,Payroll Ops,04/23/2025,05/06/2025,05/08/2025,4606.94,0.22,18.93,75,711.67,3820.27,EFT630829,XXXX001,Paid
1076,E1257,Employee_257,Benefits,05/07/2025,05/20/2025,05/22/2025,3656.13,0.41,27.89,200,889.8,2566.33,EFT456480,XXXX001,Paid
1077,E1131,Employee_131,HR,05/21/2025,06/03/2025,06/05/2025,3902.91,0.17,12.4,120,586.43,3196.48,EFT952646,XXXX999,Paid
1078,E1226,Employee_226,Payroll Ops,06/04/2025,06/17/2025,06/19/2025,4719.3,0.02,1.77,200,1176.83,3342.47,EFT690525,XXXX004,Paid
1079,E1173,Employee_173,Customer Service,06/18/2025,07/01/2025,07/03/2025,3623.96,0.1,6.78,50,609.59,2964.37,EFT581137,XXXX004,Paid
1080,E1014,Employee_14,Payroll Ops,07/02/2025,07/15/2025,07/17/2025,3522.1,0.62,40.47,200,679.33,2642.77,EFT221916,XXXX003,Paid
1081,E1112,Employee_112,IT,07/16/2025,07/29/2025,07/31/2025,5065.78,0.48,45.19,0,791.84,4273.94,EFT835236,XXXX002,Paid
1082,E1211,Employee_211,Benefits,07/30/2025,08/12/2025,08/14/2025,2647.37,0.15,7.42,0,606.26,2041.11,EFT641593,XXXX999,Paid
1083,E1134,Employee_134,Pension,08/13/2025,08/26/2025,08/28/2025,4920.29,0.15,13.8,75,1074.88,3770.41,EFT401244,XXXX001,Paid
1084,E1175,Employee_175,Finance,08/27/2025,09/09/2025,09/11/2025,5306.14,1.04,101.49,0,854.89,4451.25,EFT681489,XXXX002,Paid
1085,E1181,Employee_181,Pension,09/10/2025,09/23/2025,09/25/2025,5085.75,0.06,5.72,120,848.3,4117.45,EFT701581,XXXX003,Paid
1086,E1097,Employee_97,Payroll Ops,09/24/2025,10/07/2025,10/09/2025,2307.08,0.05,2.16,75,522.29,1709.79,EFT872918,XXXX002,Paid
1087,E1123,Employee_123,Customer Service,10/08/2025,10/21/2025,10/23/2025,5878.46,0.69,75.08,120,973.27,4785.19,EFT378297,XXXX002,Paid
1088,E1127,Employee_127,Customer Service,10/22/2025,11/04/2025,11/06/2025,3300.16,0.08,4.94,75,813.2,2411.96,EFT748645,XXXX003,Paid
1089,E1054,Employee_54,Finance,11/05/2025,11/18/2025,11/20/2025,4684.88,0.1,8.77,200,812.2,3672.68,EFT182300,XXXX004,Paid
1090,E1277,Employee_277,Finance,11/19/2025,12/02/2025,12/04/2025,4257.64,0.08,6.38,50,976.73,3230.91,EFT989203,XXXX004,Paid
1091,E1161,Employee_161,Payroll Ops,12/03/2025,12/16/2025,12/18/2025,4705.79,0.52,45.44,120,732.95,3852.84,EFT702427,XXXX003,Paid
1092,E1261,Employee_261,Benefits,12/17/2025,12/30/2025,01/01/2026,5970.61,0.26,28.97,0,1275.94,4694.67,EFT517206,XXXX002,Paid
1093,E1065,Employee_65,Finance,01/01/2025,01/14/2025,01/16/2025,3849.95,0.93,65.98,200,652.61,2997.34,EFT651273,XXXX004,Paid
1094,E1276,Employee_276,Finance,01/15/2025,01/28/2025,01/30/2025,5055.43,0.41,38.57,75,1123.62,3856.81,EFT626883,XXXX003,Paid
1095,E1089,Employee_89,Payroll Ops,01/29/2025,02/11/2025,02/13/2025,4059.63,0.17,12.9,120,902.77,3036.86,EFT226215,XXXX999,Paid
1096,E1004,Employee_4,Finance,02/12/2025,02/25/2025,02/27/2025,4270.54,0.44,34.94,75,792.96,3402.58,EFT806848,XXXX002,Paid
1097,E1051,Employee_51,Benefits,02/26/2025,03/11/2025,03/13/2025,3526.39,0.16,10.55,200,770.69,2555.7,EFT479167,XXXX999,Paid
1098,E1095,Employee_95,HR,03/12/2025,03/25/2025,03/27/2025,4244.19,0.12,9.53,75,829.84,3339.35,EFT375617,XXXX002,Paid
1099,E1175,Employee_175,Benefits,03/26/2025,04/08/2025,04/10/2025,5197.05,0.67,64.48,120,1116.57,3960.48,EFT292847,XXXX004,Paid
1100,E1214,Employee_214,IT,04/09/2025,04/22/2025,04/24/2025,5623.78,0.4,41.86,120,1244.86,4258.92,EFT888734,XXXX003,Paid
1101,E1205,Employee_205,Benefits,04/23/2025,05/06/2025,05/08/2025,2648.42,0.11,5.45,0,451.5,2196.92,EFT572623,XXXX002,Paid
1102,E1294,Employee_294,IT,05/07/2025,05/20/2025,05/22/2025,5933.64,0.35,38.69,75,1297.32,4561.32,EFT339669,XXXX001,Paid
1103,E1120,Employee_120,HR,05/21/2025,06/03/2025,06/05/2025,4817.43,0.34,30.52,0,1032.01,3785.42,EFT553214,XXXX004,Paid
1104,E1076,Employee_76,Payroll Ops,06/04/2025,06/17/2025,06/19/2025,4333.68,0.18,14.58,75,894.18,3364.5,EFT944804,XXXX001,Paid
1105,E1255,Employee_255,Pension,06/18/2025,07/01/2025,07/03/2025,4812.85,0.02,1.8,50,949.23,3813.62,EFT990649,XXXX999,Paid
1106,E1161,Employee_161,Customer Service,07/02/2025,07/15/2025,07/17/2025,3471.44,0.04,2.6,75,610.92,2785.52,EFT610258,XXXX003,Paid
1107,E1290,Employee_290,Finance,07/16/2025,07/29/2025,07/31/2025,4866.55,1.27,113.19,50,956.93,3859.62,EFT517754,XXXX001,Paid
1108,E1030,Employee_30,Pension,07/30/2025,08/12/2025,08/14/2025,5812.75,0.11,11.96,0,947.37,4865.38,EFT953350,XXXX003,Paid
1109,E1049,Employee_49,Payroll Ops,08/13/2025,08/26/2025,08/28/2025,3772.63,0.73,50.94,0,626.27,3146.36,EFT880762,XXXX003,Paid
1110,E1184,Employee_184,HR,08/27/2025,09/09/2025,09/11/2025,2805.14,0.31,16.21,0,556.74,2248.4,EFT684572,XXXX003,Paid
1111,E1210,Employee_210,Finance,09/10/2025,09/23/2025,09/25/2025,5096.45,0.02,1.91,50,1243.82,3802.63,EFT468145,XXXX999,Paid
1112,E1294,Employee_294,IT,09/24/2025,10/07/2025,10/09/2025,3392.12,0.15,9.51,75,527.99,2789.13,EFT780663,XXXX999,Paid
1113,E1145,Employee_145,Benefits,10/08/2025,10/21/2025,10/23/2025,3414.16,0.23,14.66,0,576.66,2837.5,EFT440881,XXXX999,Paid
1114,E1228,Employee_228,Finance,10/22/2025,11/04/2025,11/06/2025,3905.83,0.02,1.46,120,633.17,3152.66,EFT499581,XXXX999,Paid
1115,E1074,Employee_74,Customer Service,11/05/2025,11/18/2025,11/20/2025,2702.07,0.79,39.44,75,562.25,2064.82,EFT275715,XXXX003,Paid
1116,E1292,Employee_292,Payroll Ops,11/19/2025,12/02/2025,12/04/2025,4962.28,0.28,25.92,0,1022.87,3939.41,EFT990136,XXXX001,Paid
1117,E1175,Employee_175,Pension,12/03/2025,12/16/2025,12/18/2025,3697.47,0.18,12.44,50,665.67,2981.8,EFT428709,XXXX003,Paid
1118,E1136,Employee_136,HR,12/17/2025,12/30/2025,01/01/2026,3531.51,0.65,42.52,200,672.15,2659.36,EFT775958,XXXX004,Paid
1119,E1227,Employee_227,Customer Service,01/01/2025,01/14/2025,01/16/2025,3552.07,0.07,4.66,50,806.21,2695.86,EFT480805,XXXX999,Paid
1120,E1230,Employee_230,Payroll Ops,01/15/2025,01/28/2025,01/30/2025,4462.14,1,82.13,50,781.08,3631.06,EFT275445,XXXX002,Paid
1121,E1064,Employee_64,IT,01/29/2025,02/11/2025,02/13/2025,5316.63,0.01,1,0,961.49,4355.14,EFT346024,XXXX003,Paid
1122,E1040,Employee_40,Pension,02/12/2025,02/25/2025,02/27/2025,3863.57,0.28,20.18,0,584.25,3279.32,EFT275018,XXXX004,Paid
1123,E1032,Employee_32,Payroll Ops,02/26/2025,03/11/2025,03/13/2025,6375.6,0.87,102.33,50,1452.94,4872.66,EFT675074,XXXX001,Paid
1124,E1203,Employee_203,HR,03/12/2025,03/25/2025,03/27/2025,2869.58,0.02,1.08,200,636.85,2032.73,EFT902156,XXXX001,Paid
1125,E1079,Employee_79,Finance,03/26/2025,04/08/2025,04/10/2025,4788.14,0.04,3.59,0,783.53,4004.61,EFT786641,XXXX004,Paid
1126,E1126,Employee_126,IT,04/09/2025,04/22/2025,04/24/2025,3872.47,0,0,200,634.36,3038.11,EFT397979,XXXX004,Paid
1127,E1067,Employee_67,HR,04/23/2025,05/06/2025,05/08/2025,4271.05,0.9,70.88,50,1012.97,3208.08,EFT979249,XXXX002,Paid
1128,E1182,Employee_182,Customer Service,05/07/2025,05/20/2025,05/22/2025,5238.49,0.03,2.94,50,1141.6,4046.89,EFT440998,XXXX004,Paid
1129,E1276,Employee_276,Benefits,05/21/2025,06/03/2025,06/05/2025,4466.21,1.3,106.27,200,1061.45,3204.76,EFT675191,XXXX004,Paid
1130,E1276,Employee_276,Pension,06/04/2025,06/17/2025,06/19/2025,4799.56,0.29,25.96,75,1139.12,3585.44,EFT719531,XXXX999,Paid
1131,E1288,Employee_288,Payroll Ops,06/18/2025,07/01/2025,07/03/2025,4069.72,0.32,24.27,0,680.63,3389.09,EFT648887,XXXX999,Paid
1132,E1177,Employee_177,Payroll Ops,07/02/2025,07/15/2025,07/17/2025,4249.26,2.69,204.03,50,839.41,3359.85,EFT665883,XXXX002,Paid
1133,E1226,Employee_226,Benefits,07/16/2025,07/29/2025,07/31/2025,4243.72,0.3,23.74,50,720.17,3473.55,EFT483551,XXXX004,Paid
1134,E1155,Employee_155,Finance,07/30/2025,08/12/2025,08/14/2025,2901.4,0.3,16.23,200,499.78,2201.62,EFT100096,XXXX999,Paid
1135,E1069,Employee_69,Benefits,08/13/2025,08/26/2025,08/28/2025,2820.97,0.18,9.49,0,525.81,2295.16,EFT400692,XXXX004,Paid
1136,E1251,Employee_251,Customer Service,08/27/2025,09/09/2025,09/11/2025,3706.08,1.11,75.56,75,851.77,2779.31,EFT600241,XXXX003,Paid
1137,E1220,Employee_220,Customer Service,09/10/2025,09/23/2025,09/25/2025,2845.29,0.05,2.66,75,497.05,2273.24,EFT407151,XXXX999,Paid
1138,E1003,Employee_3,HR,09/24/2025,10/07/2025,10/09/2025,3176.49,0.3,17.77,120,627.21,2429.28,EFT491794,XXXX002,Paid
1139,E1287,Employee_287,Payroll Ops,10/08/2025,10/21/2025,10/23/2025,5052.85,1.64,150.74,50,1110.16,3892.69,EFT513927,XXXX002,Paid
1140,E1199,Employee_199,Customer Service,10/22/2025,11/04/2025,11/06/2025,4286.07,0.13,10.42,50,1045.41,3190.66,EFT496737,XXXX002,Paid
1141,E1216,Employee_216,IT,11/05/2025,11/18/2025,11/20/2025,3212.42,0.56,33.38,75,639.17,2498.25,EFT351198,XXXX999,Paid
1142,E1139,Employee_139,Benefits,11/19/2025,12/02/2025,12/04/2025,5316.75,0.1,9.95,50,829.82,4436.93,EFT779956,XXXX999,Paid
1143,E1211,Employee_211,Pension,12/03/2025,12/16/2025,12/18/2025,3510.85,0.92,59.54,75,797.92,2637.93,EFT994940,XXXX001,Paid
1144,E1148,Employee_148,Finance,12/17/2025,12/30/2025,01/01/2026,4280.88,2.33,179.19,75,944.72,3261.16,EFT767830,XXXX004,Paid
1145,E1139,Employee_139,IT,01/01/2025,01/14/2025,01/16/2025,4236.12,0.07,5.55,120,898.99,3217.13,EFT753004,XXXX004,Paid
1146,E1009,Employee_9,Pension,01/15/2025,01/28/2025,01/30/2025,4418.13,0.81,66.1,200,676.15,3541.98,EFT152042,XXXX999,Paid
1147,E1052,Employee_52,Benefits,01/29/2025,02/11/2025,02/13/2025,4130.37,1.51,113.72,120,680.64,3329.73,EFT382271,XXXX002,Paid
1148,E1004,Employee_4,Pension,02/12/2025,02/25/2025,02/27/2025,5975.51,1.37,149.65,50,1193.67,4731.84,EFT194578,XXXX002,Paid
1149,E1111,Employee_111,Benefits,02/26/2025,03/11/2025,03/13/2025,4793.48,0.57,50.69,0,930.01,3863.47,EFT540656,XXXX003,Paid
1150,E1255,Employee_255,Benefits,03/12/2025,03/25/2025,03/27/2025,3525.32,1.41,90.8,75,758.82,2691.5,EFT586208,XXXX001,Paid
1151,E1074,Employee_74,Finance,03/26/2025,04/08/2025,04/10/2025,5332.13,0.36,35.75,0,955.6,4376.53,EFT379449,XXXX004,Paid
1152,E1240,Employee_240,Pension,04/09/2025,04/22/2025,04/24/2025,5163.22,0.12,11.59,50,982.82,4130.4,EFT301528,XXXX003,Paid
1153,E1006,Employee_6,Finance,04/23/2025,05/06/2025,05/08/2025,4329.43,0.8,63.98,75,908.38,3346.05,EFT905459,XXXX002,Paid
1154,E1226,Employee_226,Pension,05/07/2025,05/20/2025,05/22/2025,4498.81,1.59,130.24,50,994.07,3454.74,EFT873449,XXXX001,Paid
1155,E1048,Employee_48,HR,05/21/2025,06/03/2025,06/05/2025,3280.28,0.01,0.61,0,564.6,2715.68,EFT798359,XXXX002,Paid
1156,E1159,Employee_159,Benefits,06/04/2025,06/17/2025,06/19/2025,3931.01,0.05,3.68,120,796.29,3014.72,EFT266316,XXXX001,Paid
1157,E1281,Employee_281,HR,06/18/2025,07/01/2025,07/03/2025,3903.53,0.5,36.26,200,740.92,2962.61,EFT228074,XXXX003,Paid
1158,E1152,Employee_152,Pension,07/02/2025,07/15/2025,07/17/2025,3875.04,0.05,3.63,75,677.49,3122.55,EFT477934,XXXX001,Paid
1159,E1111,Employee_111,Finance,07/16/2025,07/29/2025,07/31/2025,4452.65,0.72,59.31,200,864.6,3388.05,EFT347428,XXXX004,Paid
1160,E1085,Employee_85,Customer Service,07/30/2025,08/12/2025,08/14/2025,3723.49,0.42,29.09,75,884.83,2763.66,EFT389511,XXXX999,Paid
1161,E1124,Employee_124,Finance,08/13/2025,08/26/2025,08/28/2025,4598.63,0.12,10.32,50,709.38,3839.25,EFT144033,XXXX999,Paid
1162,E1243,Employee_243,IT,08/27/2025,09/09/2025,09/11/2025,5190.62,2.14,200.24,50,1121.02,4019.6,EFT725173,XXXX002,Paid
1163,E1045,Employee_45,Pension,09/10/2025,09/23/2025,09/25/2025,4995.14,0.24,22.38,75,773.13,4147.01,EFT265358,XXXX004,Paid
1164,E1173,Employee_173,Customer Service,09/24/2025,10/07/2025,10/09/2025,3791.49,0.18,12.75,200,892.57,2698.92,EFT755498,XXXX001,Paid
1165,E1078,Employee_78,IT,10/08/2025,10/21/2025,10/23/2025,4362.98,0.58,46.94,50,719.84,3593.14,EFT662407,XXXX001,Paid
1166,E1119,Employee_119,Benefits,10/22/2025,11/04/2025,11/06/2025,3355.55,0.1,6.28,0,744.89,2610.66,EFT685472,XXXX003,Paid
1167,E1224,Employee_224,IT,11/05/2025,11/18/2025,11/20/2025,4099.72,0.1,7.67,120,712.91,3266.81,EFT302338,XXXX001,Paid
1168,E1183,Employee_183,IT,11/19/2025,12/02/2025,12/04/2025,4871.84,0.06,5.47,75,1032.32,3764.52,EFT241276,XXXX003,Paid
1169,E1248,Employee_248,IT,12/03/2025,12/16/2025,12/18/2025,3674.74,0.03,2.07,50,570.67,3054.07,EFT558752,XXXX999,Paid
1170,E1250,Employee_250,Pension,12/17/2025,12/30/2025,01/01/2026,4510.53,0.17,14.33,0,850.6,3659.93,EFT694229,XXXX002,Paid
1171,E1165,Employee_165,IT,01/01/2025,01/14/2025,01/16/2025,3715.92,0.47,32.46,200,739.97,2775.95,EFT591147,XXXX003,Paid
1172,E1283,Employee_283,Pension,01/15/2025,01/28/2025,01/30/2025,5337.48,1.58,153.57,75,794.03,4468.45,EFT172222,XXXX999,Paid
1173,E1151,Employee_151,Customer Service,01/29/2025,02/11/2025,02/13/2025,3798.44,1.32,91.74,50,921.82,2826.62,EFT376141,XXXX999,Paid
1174,E1000,Employee_0,Customer Service,02/12/2025,02/25/2025,02/27/2025,4326.29,1.12,88.98,50,863.73,3412.56,EFT769018,XXXX999,Paid
1175,E1094,Employee_94,Finance,02/26/2025,03/11/2025,03/13/2025,4488,0.34,28.43,75,814.26,3598.74,EFT749838,XXXX003,Paid
1176,E1122,Employee_122,Benefits,03/12/2025,03/25/2025,03/27/2025,3863.95,2.46,170.37,75,560.79,3228.16,EFT856027,XXXX001,Paid
1177,E1275,Employee_275,Customer Service,03/26/2025,04/08/2025,04/10/2025,4316.95,0.16,12.91,0,771.01,3545.94,EFT506313,XXXX002,Paid
1178,E1254,Employee_254,Customer Service,04/09/2025,04/22/2025,04/24/2025,3221,0.43,25.76,200,759.16,2261.84,EFT678255,XXXX002,Paid
1179,E1165,Employee_165,Payroll Ops,04/23/2025,05/06/2025,05/08/2025,4210.78,0.32,25.11,50,979.45,3181.33,EFT772036,XXXX003,Paid
1180,E1267,Employee_267,IT,05/07/2025,05/20/2025,05/22/2025,5055.5,0.33,31.09,50,903.21,4102.29,EFT169918,XXXX001,Paid
1181,E1066,Employee_66,Pension,05/21/2025,06/03/2025,06/05/2025,3270.24,0.14,8.56,75,696.34,2498.9,EFT132792,XXXX002,Paid
1182,E1098,Employee_98,Finance,06/04/2025,06/17/2025,06/19/2025,3151.48,0.11,6.49,120,478.28,2553.2,EFT133362,XXXX999,Paid
1183,E1198,Employee_198,IT,06/18/2025,07/01/2025,07/03/2025,4199.49,1.07,82.6,120,798.71,3280.78,EFT613707,XXXX999,Paid
1184,E1131,Employee_131,Finance,07/02/2025,07/15/2025,07/17/2025,3068.48,0.53,30.19,50,611.24,2407.24,EFT484150,XXXX002,Paid
1185,E1036,Employee_36,Finance,07/16/2025,07/29/2025,07/31/2025,4072.61,0.27,20.51,50,760.6,3262.01,EFT318877,XXXX004,Paid
1186,E1040,Employee_40,Payroll Ops,07/30/2025,08/12/2025,08/14/2025,4423.81,0.4,32.93,75,966.4,3382.41,EFT939930,XXXX001,Paid
1187,E1212,Employee_212,Customer Service,08/13/2025,08/26/2025,08/28/2025,4094.58,1.42,106.19,0,855.72,3238.86,EFT486996,XXXX001,Paid
1188,E1136,Employee_136,HR,08/27/2025,09/09/2025,09/11/2025,2982.48,0.14,7.81,200,565.63,2216.85,EFT142627,XXXX001,Paid
1189,E1039,Employee_39,Pension,09/10/2025,09/23/2025,09/25/2025,3640.76,0.16,10.89,50,620.67,2970.09,EFT644719,XXXX001,Paid
1190,E1118,Employee_118,HR,09/24/2025,10/07/2025,10/09/2025,4819.54,0.24,21.59,75,888.74,3855.8,EFT504048,XXXX002,Paid
1191,E1127,Employee_127,HR,10/08/2025,10/21/2025,10/23/2025,4712.15,0.12,10.58,50,756.33,3905.82,EFT755700,XXXX002,Paid
1192,E1285,Employee_285,Payroll Ops,10/22/2025,11/04/2025,11/06/2025,4322.5,3.18,243.23,200,751.64,3370.86,EFT882351,XXXX001,Paid
1193,E1295,Employee_295,Benefits,11/05/2025,11/18/2025,11/20/2025,3149.1,0.13,7.66,0,638.06,2511.04,EFT807256,XXXX004,Paid
1194,E1218,Employee_218,Finance,11/19/2025,12/02/2025,12/04/2025,4734.48,1.1,95.68,50,985.95,3698.53,EFT274912,XXXX002,Paid
1195,E1258,Employee_258,Benefits,12/03/2025,12/16/2025,12/18/2025,3122.25,0.81,46.71,50,507,2565.25,EFT789472,XXXX002,Paid
1196,E1226,Employee_226,Benefits,12/17/2025,12/30/2025,01/01/2026,3246.66,0.73,43.84,120,657.2,2469.46,EFT430463,XXXX999,Held
1197,E1166,Employee_166,Customer Service,01/01/2025,01/14/2025,01/16/2025,4005.37,2.75,196.4,50,786.32,3169.05,EFT489776,XXXX004,Paid
1198,E1220,Employee_220,Customer Service,01/15/2025,01/28/2025,01/30/2025,2950.71,2.16,114.85,0,574.57,2376.14,EFT861127,XXXX003,Paid
1199,E1288,Employee_288,HR,01/29/2025,02/11/2025,02/13/2025,4937.05,0.17,15.69,75,1132.37,3729.68,EFT324319,XXXX004,Paid
1200,E1130,Employee_130,Benefits,02/12/2025,02/25/2025,02/27/2025,5094.82,0.16,15.24,120,1024.7,3950.12,EFT574379,XXXX004,Paid
1201,E1000,Employee_0,IT,02/26/2025,03/11/2025,03/13/2025,3040.67,0.43,24.32,50,547.8,2442.87,EFT136346,XXXX003,Paid
1202,E1265,Employee_265,Pension,03/12/2025,03/25/2025,03/27/2025,3861.53,0.05,3.62,200,717.72,2943.81,EFT416503,XXXX001,Paid
1203,E1113,Employee_113,Pension,03/26/2025,04/08/2025,04/10/2025,2948.45,0.63,34.42,200,684.48,2063.97,EFT997287,XXXX003,Paid
1204,E1141,Employee_141,HR,04/09/2025,04/22/2025,04/24/2025,4433.52,0.41,33.82,120,714.18,3599.34,EFT636107,XXXX999,Paid
1205,E1292,Employee_292,Pension,04/23/2025,05/06/2025,05/08/2025,4637.77,0.14,12.14,50,1036.87,3550.9,EFT198867,XXXX001,Paid
1206,E1079,Employee_79,Pension,05/07/2025,05/20/2025,05/22/2025,4055.22,0.63,47.34,200,823.22,3032,EFT377860,XXXX003,Paid
1207,E1127,Employee_127,Pension,05/21/2025,06/03/2025,06/05/2025,2957.09,0.15,8.29,200,619.06,2138.03,EFT368691,XXXX003,Paid
1208,E1204,Employee_204,HR,06/04/2025,06/17/2025,06/19/2025,4356.64,0.18,14.65,0,701.19,3655.45,EFT327999,XXXX001,Paid
1209,E1247,Employee_247,Pension,06/18/2025,07/01/2025,07/03/2025,4255.77,0.7,55.13,75,652.99,3527.78,EFT611994,XXXX999,Paid
1210,E1048,Employee_48,HR,07/02/2025,07/15/2025,07/17/2025,4064.84,0.3,22.74,75,794.29,3195.55,EFT773452,XXXX003,Paid
1211,E1295,Employee_295,Payroll Ops,07/16/2025,07/29/2025,07/31/2025,5053.03,2.01,183.52,0,1067.11,3985.92,EFT182289,XXXX001,Paid
1212,E1171,Employee_171,Benefits,07/30/2025,08/12/2025,08/14/2025,3466.1,0.24,15.53,0,671.08,2795.02,EFT956835,XXXX004,Paid
1213,E1061,Employee_61,Customer Service,08/13/2025,08/26/2025,08/28/2025,2303.53,1.92,80.05,0,400.06,1903.47,EFT907812,XXXX002,Paid
1214,E1005,Employee_5,IT,08/27/2025,09/09/2025,09/11/2025,4088.3,0.45,34.21,75,783.94,3229.36,EFT915182,XXXX004,Paid
1215,E1268,Employee_268,Finance,09/10/2025,09/23/2025,09/25/2025,3937.12,1.26,90.87,200,808.24,2928.88,EFT434827,XXXX999,Paid
1216,E1167,Employee_167,HR,09/24/2025,10/07/2025,10/09/2025,5133.04,0.33,31.57,120,1175.94,3837.1,EFT831663,XXXX002,Paid
1217,E1201,Employee_201,Payroll Ops,10/08/2025,10/21/2025,10/23/2025,3903.54,0.04,2.93,50,609.47,3244.07,EFT889410,XXXX999,Paid
1218,E1046,Employee_46,Pension,10/22/2025,11/04/2025,11/06/2025,5222.24,0.39,37.91,200,1018.31,4003.93,EFT552917,XXXX003,Paid
1219,E1075,Employee_75,Pension,11/05/2025,11/18/2025,11/20/2025,3912.94,0.87,62.81,75,620.97,3216.97,EFT452497,XXXX001,Paid
1220,E1025,Employee_25,HR,11/19/2025,12/02/2025,12/04/2025,6402.9,0.73,86.46,0,1420.32,4982.58,EFT518582,XXXX003,Paid
1221,E1256,Employee_256,Payroll Ops,12/03/2025,12/16/2025,12/18/2025,2997.35,2.74,146.46,200,540.47,2256.88,EFT911414,XXXX002,Paid
1222,E1246,Employee_246,HR,12/17/2025,12/30/2025,01/01/2026,4176.01,0.76,58.67,120,813.22,3242.79,EFT307731,XXXX004,Paid
